"Produto_Comprado","Id_Cliente"
"canned beer","3014"
"tropical fruit","3015"
"other vegetables","3015"
"whole milk","3015"
"curd","3015"
"butter milk","3015"
"yogurt","3015"
"whipped/sour cream","3015"
"cream cheese","3015"
"rolls/buns","3015"
"pastry","3015"
"root vegetables","3016"
"onions","3016"
"other vegetables","3016"
"frozen fruits","3016"
"canned beer","3016"
"other vegetables","3017"
"whole milk","3017"
"yogurt","3017"
"rolls/buns","3017"
"newspapers","3017"
"root vegetables","3018"
"other vegetables","3018"
"yogurt","3018"
"rolls/buns","3018"
"flour","3018"
"bottled water","3019"
"whole milk","3020"
"root vegetables","3021"
"whole milk","3021"
"roll products","3021"
"tropical fruit","3022"
"pip fruit","3022"
"other vegetables","3022"
"frozen vegetables","3022"
"ice cream","3022"
"brown bread","3022"
"pastry","3022"
"flour","3022"
"pickled vegetables","3022"
"coffee","3022"
"soda","3022"
"misc. beverages","3022"
"fruit/vegetable juice","3022"
"butter","3023"
"curd","3023"
"dessert","3023"
"cream cheese","3023"
"canned beer","3023"
"candy","3023"
"shopping bags","3023"
"flower soil/fertilizer","3024"
"pasta","3025"
"soda","3025"
"snack products","3025"
"cake bar","3025"
"other vegetables","3026"
"dessert","3026"
"candy","3026"
"abrasive cleaner","3026"
"dishes","3026"
"cling film/bags","3026"
"candles","3026"
"other vegetables","3027"
"curd","3027"
"yogurt","3027"
"UHT-milk","3027"
"brown bread","3027"
"bottled water","3027"
"newspapers","3027"
"shopping bags","3027"
"beef","3028"
"root vegetables","3029"
"whole milk","3030"
"frozen vegetables","3030"
"coffee","3030"
"pork","3031"
"root vegetables","3031"
"other vegetables","3031"
"whole milk","3031"
"butter","3031"
"whipped/sour cream","3031"
"processed cheese","3031"
"domestic eggs","3031"
"rolls/buns","3031"
"white bread","3031"
"pastry","3031"
"jam","3031"
"soda","3031"
"waffles","3031"
"candy","3031"
"napkins","3031"
"beef","3032"
"other vegetables","3032"
"specialty bar","3033"
"salty snack","3034"
"sausage","3035"
"ham","3035"
"grapes","3035"
"other vegetables","3035"
"bottled water","3035"
"misc. beverages","3035"
"brandy","3035"
"shopping bags","3035"
"tropical fruit","3036"
"frozen meals","3036"
"rolls/buns","3036"
"bottled beer","3036"
"newspapers","3036"
"canned beer","3037"
"pip fruit","3038"
"grapes","3038"
"whole milk","3038"
"yogurt","3038"
"spread cheese","3038"
"brown bread","3038"
"semi-finished bread","3038"
"rice","3038"
"pickled vegetables","3038"
"bottled beer","3038"
"newspapers","3038"
"potted plants","3038"
"turkey","3039"
"other vegetables","3040"
"sausage","3041"
"beef","3041"
"citrus fruit","3041"
"tropical fruit","3041"
"nuts/prunes","3041"
"root vegetables","3041"
"other vegetables","3041"
"whole milk","3041"
"mayonnaise","3041"
"oil","3041"
"baking powder","3041"
"pickled vegetables","3041"
"chocolate","3041"
"newspapers","3041"
"frankfurter","3042"
"pip fruit","3042"
"nuts/prunes","3042"
"onions","3042"
"specialty cheese","3042"
"brown bread","3042"
"soda","3042"
"fruit/vegetable juice","3042"
"salty snack","3042"
"chocolate","3042"
"male cosmetics","3042"
"shopping bags","3042"
"citrus fruit","3043"
"whole milk","3043"
"soft cheese","3043"
"rice","3043"
"margarine","3043"
"sugar","3043"
"soups","3043"
"bottled water","3043"
"chicken","3044"
"pork","3044"
"frozen vegetables","3044"
"soda","3044"
"citrus fruit","3045"
"tropical fruit","3045"
"other vegetables","3045"
"whole milk","3045"
"butter","3045"
"yogurt","3045"
"whipped/sour cream","3045"
"soft cheese","3045"
"sliced cheese","3045"
"hard cheese","3045"
"roll products","3045"
"margarine","3045"
"soda","3045"
"misc. beverages","3045"
"fruit/vegetable juice","3045"
"chocolate","3045"
"newspapers","3045"
"flour","3046"
"sugar","3046"
"cat food","3046"
"misc. beverages","3046"
"waffles","3046"
"baking powder","3047"
"finished products","3048"
"tropical fruit","3048"
"pip fruit","3048"
"other vegetables","3048"
"whole milk","3048"
"frozen fish","3048"
"pastry","3048"
"canned fish","3048"
"seasonal products","3048"
"dental care","3048"
"hygiene articles","3048"
"potted plants","3048"
"frankfurter","3049"
"rolls/buns","3049"
"margarine","3049"
"soda","3049"
"chicken","3050"
"curd","3050"
"UHT-milk","3050"
"cream cheese","3050"
"margarine","3050"
"coffee","3050"
"salty snack","3050"
"waffles","3050"
"dishes","3050"
"chicken","3051"
"other vegetables","3051"
"whole milk","3051"
"domestic eggs","3051"
"oil","3051"
"margarine","3051"
"sugar","3051"
"coffee","3051"
"bottled beer","3051"
"specialty bar","3051"
"candy","3051"
"sausage","3052"
"beef","3052"
"whole milk","3052"
"pastry","3052"
"beef","3053"
"other vegetables","3053"
"margarine","3053"
"soda","3053"
"whole milk","3054"
"frozen meals","3054"
"specialty chocolate","3054"
"sausage","3055"
"other vegetables","3055"
"other vegetables","3056"
"potted plants","3056"
"onions","3057"
"roll products","3057"
"sausage","3058"
"root vegetables","3058"
"onions","3058"
"herbs","3058"
"other vegetables","3058"
"UHT-milk","3058"
"hard cheese","3058"
"cream cheese","3058"
"frozen vegetables","3058"
"rolls/buns","3058"
"bottled water","3058"
"soda","3058"
"bottled beer","3058"
"red/blush wine","3058"
"frankfurter","3059"
"sausage","3059"
"tropical fruit","3059"
"oil","3059"
"spices","3059"
"pickled vegetables","3059"
"bottled water","3059"
"misc. beverages","3059"
"zwieback","3060"
"long life bakery product","3060"
"dental care","3060"
"chicken","3061"
"tropical fruit","3061"
"pip fruit","3061"
"whipped/sour cream","3061"
"sugar","3061"
"baking powder","3061"
"instant coffee","3061"
"soda","3061"
"frankfurter","3062"
"curd cheese","3062"
"whole milk","3063"
"whipped/sour cream","3063"
"semi-finished bread","3063"
"baking powder","3063"
"pickled vegetables","3063"
"bottled water","3063"
"soda","3063"
"napkins","3063"
"frozen fish","3064"
"brandy","3064"
"berries","3065"
"whole milk","3065"
"frozen meals","3065"
"frozen dessert","3065"
"rolls/buns","3065"
"soda","3065"
"shopping bags","3065"
"chicken","3066"
"pork","3066"
"other vegetables","3066"
"whole milk","3066"
"butter","3066"
"curd","3066"
"margarine","3066"
"pickled vegetables","3066"
"waffles","3066"
"specialty chocolate","3066"
"hygiene articles","3066"
"onions","3067"
"yogurt","3067"
"ice cream","3067"
"beef","3068"
"root vegetables","3068"
"herbs","3068"
"packaged fruit/vegetables","3068"
"whipped/sour cream","3068"
"cream cheese","3068"
"vinegar","3068"
"oil","3068"
"margarine","3068"
"soups","3068"
"pickled vegetables","3068"
"meat spreads","3068"
"canned fish","3068"
"fruit/vegetable juice","3068"
"candles","3068"
"root vegetables","3069"
"whole milk","3069"
"semi-finished bread","3069"
"cat food","3069"
"fruit/vegetable juice","3069"
"canned beer","3069"
"liquor (appetizer)","3069"
"waffles","3069"
"hygiene articles","3069"
"newspapers","3069"
"shopping bags","3069"
"soda","3070"
"whole milk","3071"
"soft cheese","3071"
"rum","3071"
"citrus fruit","3072"
"butter","3072"
"dessert","3072"
"processed cheese","3072"
"white bread","3072"
"pickled vegetables","3072"
"seasonal products","3072"
"dental care","3072"
"sausage","3073"
"citrus fruit","3073"
"whole milk","3073"
"UHT-milk","3073"
"specialty cheese","3073"
"frozen vegetables","3073"
"tea","3073"
"bottled water","3073"
"fruit/vegetable juice","3073"
"sparkling wine","3074"
"UHT-milk","3075"
"cat food","3075"
"coffee","3075"
"bottled beer","3075"
"white wine","3075"
"sparkling wine","3075"
"shopping bags","3075"
"soda","3076"
"curd","3077"
"cat food","3077"
"soda","3077"
"whole milk","3078"
"processed cheese","3078"
"mayonnaise","3078"
"margarine","3078"
"mustard","3078"
"cat food","3078"
"coffee","3078"
"bottled water","3078"
"frankfurter","3079"
"pork","3079"
"tropical fruit","3079"
"root vegetables","3079"
"other vegetables","3079"
"whole milk","3079"
"curd","3079"
"butter milk","3079"
"yogurt","3079"
"frozen dessert","3079"
"chewing gum","3079"
"chocolate","3080"
"other vegetables","3081"
"processed cheese","3081"
"tea","3081"
"coffee","3082"
"tropical fruit","3083"
"other vegetables","3083"
"butter milk","3083"
"curd cheese","3083"
"sugar","3083"
"fruit/vegetable juice","3083"
"bottled beer","3083"
"chocolate","3083"
"candles","3083"
"beef","3084"
"fish","3084"
"yogurt","3084"
"pastry","3084"
"soda","3084"
"specialty chocolate","3084"
"whipped/sour cream","3085"
"domestic eggs","3085"
"bottled water","3085"
"soda","3085"
"tropical fruit","3086"
"pip fruit","3086"
"other vegetables","3086"
"butter milk","3086"
"yogurt","3086"
"whipped/sour cream","3086"
"UHT-milk","3086"
"margarine","3086"
"sugar","3086"
"waffles","3086"
"UHT-milk","3087"
"canned beer","3087"
"root vegetables","3088"
"semi-finished bread","3088"
"specialty bar","3088"
"frankfurter","3089"
"sausage","3089"
"butter","3089"
"dessert","3089"
"spread cheese","3089"
"white bread","3089"
"pastry","3089"
"coffee","3089"
"waffles","3089"
"pip fruit","3090"
"other vegetables","3090"
"whole milk","3090"
"butter milk","3090"
"yogurt","3090"
"cream cheese","3090"
"pasta","3090"
"fruit/vegetable juice","3090"
"dental care","3090"
"hygiene articles","3090"
"kitchen towels","3090"
"photo/film","3090"
"pip fruit","3091"
"soft cheese","3091"
"tidbits","3091"
"whipped/sour cream","3092"
"canned beer","3093"
"oil","3094"
"white bread","3095"
"bottled beer","3095"
"soda","3096"
"specialty bar","3096"
"hygiene articles","3097"
"bottled beer","3098"
"dessert","3099"
"yogurt","3099"
"brown bread","3099"
"pastry","3099"
"soda","3099"
"long life bakery product","3099"
"cake bar","3099"
"light bulbs","3099"
"cereals","3100"
"specialty chocolate","3100"
"potted plants","3100"
"canned beer","3101"
"frankfurter","3102"
"soda","3102"
"shopping bags","3102"
"sausage","3103"
"other vegetables","3103"
"cream cheese","3103"
"domestic eggs","3103"
"soda","3103"
"UHT-milk","3104"
"cream cheese","3104"
"spread cheese","3104"
"rolls/buns","3104"
"misc. beverages","3105"
"specialty chocolate","3105"
"baking powder","3106"
"bottled water","3107"
"soda","3107"
"meat","3108"
"chicken","3108"
"berries","3108"
"yogurt","3108"
"whipped/sour cream","3108"
"cream cheese","3108"
"mayonnaise","3108"
"brown bread","3108"
"long life bakery product","3108"
"bottled water","3109"
"bottled beer","3109"
"pork","3110"
"pip fruit","3110"
"tropical fruit","3111"
"pip fruit","3111"
"soda","3111"
"white wine","3111"
"citrus fruit","3112"
"pip fruit","3112"
"root vegetables","3112"
"other vegetables","3112"
"butter","3112"
"UHT-milk","3112"
"frozen vegetables","3112"
"pastry","3112"
"margarine","3112"
"sugar","3112"
"soups","3112"
"soda","3112"
"bottled beer","3112"
"long life bakery product","3112"
"softener","3112"
"rolls/buns","3113"
"soda","3113"
"canned beer","3113"
"meat spreads","3114"
"specialty bar","3114"
"brown bread","3115"
"bottled water","3115"
"specialty bar","3115"
"bottled water","3116"
"frankfurter","3117"
"UHT-milk","3117"
"oil","3117"
"bottled water","3117"
"canned beer","3117"
"pork","3118"
"citrus fruit","3118"
"pip fruit","3118"
"root vegetables","3118"
"other vegetables","3118"
"dessert","3118"
"butter milk","3118"
"sliced cheese","3118"
"processed cheese","3118"
"fruit/vegetable juice","3118"
"chocolate","3118"
"shopping bags","3118"
"yogurt","3119"
"hard cheese","3119"
"rolls/buns","3119"
"sweet spreads","3119"
"soda","3119"
"misc. beverages","3119"
"specialty chocolate","3119"
"hygiene articles","3119"
"napkins","3119"
"soda","3120"
"canned beer","3121"
"pastry","3122"
"citrus fruit","3123"
"herbs","3123"
"other vegetables","3123"
"curd","3123"
"citrus fruit","3124"
"sausage","3125"
"domestic eggs","3125"
"pastry","3125"
"bottled water","3125"
"newspapers","3125"
"decalcifier","3126"
"sausage","3127"
"ham","3127"
"meat","3127"
"butter","3127"
"UHT-milk","3127"
"mayonnaise","3127"
"baking powder","3127"
"bottled water","3127"
"fruit/vegetable juice","3127"
"beef","3128"
"chocolate","3128"
"hamburger meat","3129"
"ketchup","3129"
"mayonnaise","3130"
"white bread","3130"
"soda","3130"
"fruit/vegetable juice","3131"
"chewing gum","3131"
"finished products","3132"
"pip fruit","3132"
"other vegetables","3132"
"domestic eggs","3132"
"margarine","3132"
"bottled beer","3132"
"newspapers","3132"
"chicken","3133"
"other vegetables","3133"
"bottled beer","3133"
"canned beer","3133"
"sparkling wine","3133"
"chocolate","3133"
"newspapers","3133"
"potted plants","3133"
"whole milk","3134"
"dessert","3134"
"soda","3134"
"bottled beer","3134"
"ham","3135"
"root vegetables","3135"
"other vegetables","3135"
"dessert","3135"
"brown bread","3135"
"pasta","3135"
"margarine","3135"
"bottled water","3135"
"fruit/vegetable juice","3135"
"red/blush wine","3135"
"liquor","3136"
"canned beer","3137"
"dog food","3138"
"cling film/bags","3138"
"citrus fruit","3139"
"tropical fruit","3139"
"yogurt","3139"
"UHT-milk","3139"
"domestic eggs","3139"
"mustard","3139"
"canned fish","3139"
"tropical fruit","3140"
"dessert","3140"
"yogurt","3140"
"domestic eggs","3140"
"oil","3140"
"fruit/vegetable juice","3140"
"beef","3141"
"citrus fruit","3141"
"root vegetables","3141"
"bottled water","3141"
"soda","3141"
"fruit/vegetable juice","3141"
"potted plants","3141"
"photo/film","3142"
"chicken","3143"
"butter","3143"
"UHT-milk","3143"
"spread cheese","3143"
"bottled beer","3143"
"salty snack","3143"
"waffles","3143"
"chewing gum","3143"
"sausage","3144"
"rolls/buns","3144"
"misc. beverages","3144"
"fruit/vegetable juice","3144"
"whole milk","3145"
"meat","3146"
"other vegetables","3146"
"white bread","3146"
"newspapers","3146"
"whole milk","3147"
"rolls/buns","3147"
"specialty chocolate","3147"
"candy","3147"
"beef","3148"
"root vegetables","3148"
"whole milk","3148"
"butter","3148"
"yogurt","3148"
"soda","3148"
"abrasive cleaner","3148"
"newspapers","3148"
"ham","3149"
"meat","3149"
"berries","3149"
"other vegetables","3149"
"whole milk","3149"
"butter","3149"
"yogurt","3149"
"processed cheese","3149"
"specialty cheese","3149"
"white bread","3149"
"margarine","3149"
"specialty bar","3149"
"sausage","3150"
"meat","3150"
"other vegetables","3150"
"frozen vegetables","3150"
"rolls/buns","3150"
"sausage","3151"
"brown bread","3151"
"roll products","3151"
"coffee","3151"
"dish cleaner","3151"
"ham","3152"
"other vegetables","3152"
"yogurt","3152"
"domestic eggs","3152"
"semi-finished bread","3152"
"newspapers","3152"
"pork","3153"
"other vegetables","3153"
"rolls/buns","3153"
"canned fish","3153"
"chocolate","3153"
"canned beer","3154"
"specialty bar","3154"
"chicken","3155"
"bottled water","3155"
"liquor (appetizer)","3155"
"beef","3156"
"hamburger meat","3156"
"tropical fruit","3156"
"pip fruit","3156"
"other vegetables","3156"
"whole milk","3156"
"butter milk","3156"
"yogurt","3156"
"ice cream","3156"
"rolls/buns","3156"
"pastry","3156"
"fruit/vegetable juice","3156"
"yogurt","3157"
"condensed milk","3157"
"pet care","3157"
"house keeping products","3157"
"shopping bags","3157"
"tropical fruit","3158"
"whole milk","3158"
"margarine","3158"
"sugar","3158"
"chicken","3159"
"root vegetables","3159"
"rolls/buns","3159"
"margarine","3159"
"bottled water","3159"
"flower soil/fertilizer","3160"
"other vegetables","3161"
"whole milk","3161"
"waffles","3161"
"frozen vegetables","3162"
"domestic eggs","3162"
"pastry","3162"
"margarine","3163"
"meat","3164"
"meat","3165"
"newspapers","3165"
"pip fruit","3166"
"canned beer","3166"
"white wine","3166"
"ham","3167"
"citrus fruit","3167"
"tropical fruit","3167"
"pip fruit","3167"
"herbs","3167"
"other vegetables","3167"
"whole milk","3167"
"yogurt","3167"
"spread cheese","3167"
"brown bread","3167"
"dog food","3167"
"fruit/vegetable juice","3167"
"beef","3168"
"whole milk","3168"
"margarine","3168"
"salty snack","3168"
"other vegetables","3169"
"bottled water","3169"
"bottled beer","3169"
"waffles","3169"
"ham","3170"
"tropical fruit","3170"
"beverages","3170"
"hard cheese","3170"
"waffles","3170"
"chocolate","3170"
"specialty chocolate","3170"
"specialty bar","3170"
"yogurt","3171"
"frozen vegetables","3171"
"napkins","3171"
"newspapers","3171"
"potted plants","3171"
"other vegetables","3172"
"frozen fish","3172"
"vinegar","3172"
"whole milk","3173"
"domestic eggs","3173"
"cling film/bags","3173"
"root vegetables","3174"
"UHT-milk","3174"
"rolls/buns","3174"
"brown bread","3174"
"pastry","3174"
"bottled water","3174"
"frankfurter","3175"
"liver loaf","3175"
"pip fruit","3175"
"whole milk","3175"
"yogurt","3175"
"beverages","3175"
"cream cheese","3175"
"frozen vegetables","3175"
"frozen meals","3175"
"brown bread","3175"
"pastry","3175"
"cereals","3175"
"bottled water","3175"
"soda","3175"
"fruit/vegetable juice","3175"
"kitchen towels","3175"
"bottled beer","3176"
"hamburger meat","3177"
"pip fruit","3177"
"root vegetables","3177"
"other vegetables","3177"
"whole milk","3177"
"curd","3177"
"domestic eggs","3177"
"salt","3177"
"vinegar","3177"
"oil","3177"
"margarine","3177"
"spices","3177"
"coffee","3177"
"bottled beer","3177"
"newspapers","3177"
"sausage","3178"
"packaged fruit/vegetables","3178"
"whole milk","3178"
"brown bread","3178"
"bottled water","3178"
"newspapers","3178"
"chicken","3179"
"beef","3179"
